num_wifi_conn;time;day;month;career_type;type_teaching;type_grade;academic_year;electricity_consumption;incidence
24.220933836646118;21.0;5;0;2;4;1;1;1.7914151669822076;1
18.0;21.25;5;0;3;2;1;3;7.784346349001953;0
9.0;21.5;5;0;7;1;2;1;3.0979211498957158;0
12.0;21.75;5;0;3;1;0;1;9.514919201760762;0
13.0;22.0;5;0;2;1;1;3;7.308618323439863;0
18.0;22.25;5;0;0;1;1;2;0.3002400173174664;0
14.0;22.5;5;0;4;2;2;0;3.8423612283659727;0
12.0;22.75;5;0;4;0;1;3;4.231733568799765;0
5.061201017988073;23.0;5;0;3;4;0;0;4.005100962042115;1
14.225615786213353;23.25;5;0;7;2;2;2;7.1968724834715525;1
13.0;23.5;5;0;6;1;2;2;9.863977393510515;0
12.0;23.75;5;0;6;3;2;0;5.506208333537753;0
8.0;0.0;6;0;4;2;1;1;2.8365718026578772;0
13.0;0.25;6;0;2;2;1;2;6.398505237633393;0
15.0;0.5;6;0;5;0;2;0;4.895576340684633;0
24.233664372116674;0.75;6;0;4;3;0;0;4.151777536350574;1
11.0;1.0;6;0;3;4;1;1;4.067733032189008;0
7.0;1.25;6;0;3;4;1;2;2.6688883611676553;0
15.0;1.5;6;0;6;0;0;2;8.704768014333176;0
7.0;1.75;6;0;3;0;1;1;2.3652497612720342;0
5.31861440143153;2.0;6;0;2;2;1;3;13.134200557020929;1
7.0;2.25;6;0;1;0;1;1;5.576439972787996;0
18.0;2.5;6;0;6;3;2;1;8.667374368294661;0
18.0;2.75;6;0;2;0;0;3;8.21798751920051;0
12.0;3.0;6;0;2;0;1;3;7.6912186206272475;0
18.0;3.25;6;0;1;3;0;1;6.922146303300576;0
19.0;3.5;6;0;1;0;2;4;7.674272649332716;0
3.0;3.75;6;0;3;0;2;0;11.823112153920874;0
16.101468217268938;4.0;6;0;0;1;0;3;15.016725478957458;1
16.0;4.25;6;0;3;3;2;1;3.1622322941664223;0
14.0;4.5;6;0;3;0;1;4;2.0825245904776937;0
16.0;4.75;6;0;0;1;1;3;7.937111371656842;0
18.297074947799626;5.0;6;0;4;4;0;1;2.5684018265583375;1
11.360502816166862;5.25;6;0;2;2;0;0;9.273147979665149;1
21.0;5.5;6;0;1;3;2;2;5.366085055851302;0
2.0;5.75;6;0;4;1;1;2;7.340739311762391;0
12.0;6.0;6;0;3;2;1;4;9.995950892653454;0
19.0;6.25;6;0;7;0;0;1;4.654884524124828;0
15.0;6.5;6;0;3;3;1;2;1.074658250659235;0
2.0;6.75;6;0;0;4;2;0;5.6606949557812385;0
38.13701895064829;7.0;6;0;1;0;1;3;17.110119948139452;1
22.0;7.25;6;0;6;3;2;0;9.358179658863603;0
32.0;7.5;6;0;1;3;1;2;6.569385965020258;0
27.0;7.75;6;0;4;0;2;1;14.273242027191198;0
27.0;8.0;6;0;2;0;0;1;12.97716249783756;0
47.63702230550497;8.25;6;0;4;4;2;0;20.260826247455423;1
26.0;8.5;6;0;3;4;1;1;11.166461243124928;0
31.0;8.75;6;0;7;0;0;0;12.456357653366833;0
36.0;9.0;6;0;0;1;0;0;7.4958343987454565;0
24.0;9.25;6;0;2;0;1;4;13.27559152602409;0
17.11449452023356;9.5;6;0;0;2;2;2;20.969769202534692;1
25.532217545610237;9.75;6;0;1;4;0;1;19.162510139899116;1
23.0;10.0;6;0;4;3;1;3;9.993978998983843;0
30.0;10.25;6;0;5;1;0;1;12.408681646335538;0
35.0;10.5;6;0;6;3;2;4;12.800120255077765;0
31.0;10.75;6;0;6;0;0;2;13.267056406058554;0
20.0;11.0;6;0;3;3;1;1;16.828060254086267;0
23.0;11.25;6;0;3;4;0;1;10.216757690979495;0
37.0;11.5;6;0;5;0;2;2;11.542657289290124;0
19.0;11.75;6;0;1;0;2;3;12.47384504276129;0
35.0;12.0;6;0;2;4;2;0;9.037226371546241;0
26.0;12.25;6;0;1;1;1;4;8.618140054398433;0
27.0;12.5;6;0;5;2;0;2;11.007032349574754;0
21.0;12.75;6;0;7;4;1;0;10.715767685723076;0
20.0;13.0;6;0;5;0;1;0;15.864957877463372;0
17.0;13.25;6;0;4;0;1;2;14.708152642993417;0
36.0;13.5;6;0;0;3;2;1;14.621477184799051;0
30.0;13.75;6;0;4;4;2;0;17.582100649220216;0
27.0;14.0;6;0;3;2;1;2;11.983855515652884;0
28.0;14.25;6;0;3;3;0;2;12.463723169849523;0
18.0;14.5;6;0;6;1;2;0;13.57745536692265;0
13.0;14.75;6;0;5;3;0;1;7.932662067113043;0
14.0;15.0;6;0;3;4;1;0;14.397435796534982;0
30.0;15.25;6;0;4;0;0;1;9.632755272491568;0
30.0;15.5;6;0;3;3;0;1;13.693999417223562;0
23.72427931146726;15.75;6;0;2;2;2;0;18.509001326326647;1
31.0;16.0;6;0;3;0;1;1;10.730808640608812;0
30.0;16.25;6;0;0;1;1;0;13.715649867546922;0
23.0;16.5;6;0;2;3;2;0;17.08539674340892;0
32.0;16.75;6;0;5;2;1;0;9.524590400624446;0
16.0;17.0;6;0;4;3;0;3;12.991037404833456;0
13.0;17.25;6;0;3;3;2;0;10.322678757371555;0
32.0;17.5;6;0;2;3;0;3;16.600126859194116;0
17.0;17.75;6;0;3;1;2;4;15.587854291650835;0
31.0;18.0;6;0;3;3;0;3;9.234873950170737;0
21.0;18.25;6;0;3;0;1;1;11.456062127570775;0
29.0;18.5;6;0;0;1;1;0;8.891037673697918;0
19.0;18.75;6;0;0;1;2;0;12.691431986144927;0
23.0;19.0;6;0;6;3;0;3;16.61977020051725;0
23.0;19.25;6;0;5;1;2;2;6.906545701111697;0
45.141280348553856;19.5;6;0;2;0;0;2;21.22514277543603;1
33.0;19.75;6;0;3;2;0;1;12.737655241306186;0
17.0;20.0;6;0;0;2;0;0;5.7882593477733275;0
16.0;20.25;6;0;5;2;2;2;8.268983568880657;0
5.0;20.5;6;0;7;1;0;0;8.981236481097028;0
18.0;20.75;6;0;5;2;1;1;11.475551820704663;0
15.0;21.0;6;0;5;4;0;0;7.578856979344518;0
16.48357598046824;21.25;6;0;2;1;1;1;5.514408095623642;1
20.0;21.5;6;0;7;4;2;1;4.660232215385582;0
12.0;21.75;6;0;6;3;1;2;2.8884967161670287;0
12.0;22.0;6;0;5;1;2;1;4.337155262353943;0
15.0;22.25;6;0;2;3;0;0;4.859295548646514;0
17.0;22.5;6;0;3;0;0;0;1.0259190055275649;0
6.0;22.75;6;0;3;0;2;2;3.8259646334120916;0
9.0;23.0;6;0;4;4;1;1;7.765333511666493;0
22.0;23.25;6;0;7;4;2;0;6.21139746183248;0
18.0;23.5;6;0;1;0;0;1;3.7243954546562907;0
18.0;23.75;6;0;6;0;1;2;10.27541529591104;0
30.0;0.0;0;0;2;0;0;0;9.735378246228752;0
24.0;0.25;0;0;3;2;0;3;12.690909111887143;0
26.0;0.5;0;0;0;1;0;2;8.458279579722088;0
31.0;0.75;0;0;4;0;1;2;12.621180016326846;0
43.4098829441645;1.0;0;0;2;4;1;2;16.14249583705902;1
28.0;1.25;0;0;0;3;0;0;15.9078248307513;0
24.78598518547596;1.5;0;0;0;2;2;2;14.725263367502578;1
18.0;1.75;0;0;0;2;1;3;11.379595403004684;0
22.85830397107529;2.0;0;0;4;3;1;0;8.573332344072568;1
34.0;2.25;0;0;6;0;1;1;9.423243764450898;0
27.0;2.5;0;0;1;3;0;2;12.430880076045307;0
41.9196553346204;2.75;0;0;5;0;1;0;18.802497773815585;1
36.0;3.0;0;0;2;0;2;1;13.108914266549187;0
23.0;3.25;0;0;3;0;0;3;12.084566640560908;0
15.0;3.5;0;0;4;2;0;1;9.605670434081286;0
21.0;3.75;0;0;6;1;2;3;15.844450349373847;0
17.0;4.0;0;0;6;2;1;2;13.261234557278964;0
17.0;4.25;0;0;6;0;1;3;8.752513707466399;0
27.0;4.5;0;0;7;3;0;2;6.491242943655993;0
35.0;4.75;0;0;4;2;0;3;9.401481109178071;0
31.0;5.0;0;0;4;1;1;3;9.055824202883262;0
28.0;5.25;0;0;0;3;0;3;14.276716996272667;0
35.0;5.5;0;0;7;1;1;3;9.839897586218731;0
23.0;5.75;0;0;7;2;2;4;14.86503034583317;0
32.0;6.0;0;0;0;0;0;3;13.194908917776795;0
25.0;6.25;0;0;3;3;2;4;16.864848005519647;0
21.65922405576444;6.5;0;0;1;2;1;2;16.793233393785023;1
35.0;6.75;0;0;2;1;1;0;12.052904284215161;0
36.0;7.0;0;0;0;4;1;2;21.57909586072239;0
38.0;7.25;0;0;0;3;0;1;18.566096622952855;0
36.92642481669212;7.5;0;0;2;2;1;3;24.17668058532582;1
25.0;7.75;0;0;7;4;2;0;21.29127663955366;0
40.0;8.0;0;0;4;0;1;3;17.528419031254774;0
39.0;8.25;0;0;3;4;1;0;19.264762221932035;0
31.35273991789022;8.5;0;0;3;2;2;1;28.66887599420114;1
25.0;8.75;0;0;1;4;1;0;14.971289881731298;0
26.0;9.0;0;0;3;1;0;2;18.047492935467822;0
47.791590833180216;9.25;0;0;3;0;0;3;29.84717885320454;1
43.0;9.5;0;0;0;3;1;3;14.146045607067599;0
49.0;9.75;0;0;7;1;2;2;16.074344795623123;0
61.43142124734494;10.0;0;0;7;1;1;3;22.98122023769526;1
36.0;10.25;0;0;1;1;1;0;17.822751962605263;0
27.0;10.5;0;0;0;0;1;2;21.60072485398564;0
32.0;10.75;0;0;2;3;2;0;22.14400669408112;0
27.0;11.0;0;0;5;3;1;3;16.336321588577423;0
28.0;11.25;0;0;4;3;0;2;18.267229454916933;0
45.0;11.5;0;0;2;0;1;4;20.807248263235373;0
37.0;11.75;0;0;1;2;2;4;23.58137885541566;0
41.110595680028496;12.0;0;0;7;3;1;1;21.926084657685912;1
43.0;12.25;0;0;1;2;0;3;18.015122238230077;0
42.0;12.5;0;0;2;1;2;2;20.454784227981847;0
35.0;12.75;0;0;5;2;1;1;18.939019427752893;0
35.0;13.0;0;0;2;2;0;1;18.00241701300945;0
25.0;13.25;0;0;5;2;0;1;21.724412695313013;0
35.0;13.5;0;0;6;0;2;2;18.632722870083498;0
37.0;13.75;0;0;0;4;2;0;16.321336709205074;0
37.0;14.0;0;0;5;2;0;0;18.985008783083146;0
45.0;14.25;0;0;7;4;1;0;18.721820900704394;0
54.28370506424915;14.5;0;0;5;3;1;2;24.373138701522986;1
27.0;14.75;0;0;3;2;1;3;21.63368637749712;0
37.0;15.0;0;0;1;3;2;0;15.96248347625409;0
44.0;15.25;0;0;4;1;0;4;21.4605040218929;0
44.0;15.5;0;0;6;3;1;0;15.059639261401852;0
29.0;15.75;0;0;2;4;1;1;21.473965018042986;0
31.0;16.0;0;0;5;4;0;0;17.253104391575214;0
45.0;16.25;0;0;4;0;2;3;16.299012825559515;0
38.0;16.5;0;0;0;2;2;4;17.267365395114382;0
31.0;16.75;0;0;7;4;0;3;22.280649867006602;0
26.0;17.0;0;0;2;2;0;2;17.61284709163215;0
31.276237916233306;17.25;0;0;2;2;0;1;27.894471979114368;1
26.0;17.5;0;0;2;2;2;1;20.434601843651894;0
47.0;17.75;0;0;0;3;2;0;19.980705849360426;0
46.0;18.0;0;0;2;3;1;1;17.987229178710095;0
42.0;18.25;0;0;6;2;2;1;17.737524411499734;0
48.0;18.5;0;0;3;3;2;1;19.573860839836584;0
36.0;18.75;0;0;5;4;1;3;14.894123216532925;0
29.0;19.0;0;0;3;3;1;2;18.012362111119405;0
31.0;19.25;0;0;2;3;2;0;15.875642221564146;0
26.0;19.5;0;0;3;3;2;3;21.88594902031958;0
32.0;19.75;0;0;2;2;2;3;18.436334661099846;0
32.066972875572496;20.0;0;0;7;1;1;3;17.524239640958857;1
35.0;20.25;0;0;6;2;1;3;11.316102475451771;0
33.0;20.5;0;0;0;2;0;3;14.599210216691374;0
17.0;20.75;0;0;3;0;0;1;12.39283891152881;0
18.0;21.0;0;0;0;1;1;3;11.023085654043324;0
27.0;21.25;0;0;1;4;1;1;11.6564763610575;0
34.0;21.5;0;0;7;1;2;1;17.261913727096427;0
16.0;21.75;0;0;4;1;2;0;12.95723612132134;0
28.0;22.0;0;0;5;1;1;0;16.80084112051231;0
17.0;22.25;0;0;7;2;2;0;11.677858292871466;0
28.0;22.5;0;0;4;2;1;0;14.290674328248013;0
31.0;22.75;0;0;4;3;2;3;10.822170817070358;0
32.0;23.0;0;0;4;1;2;2;9.824997149549306;0
20.0;23.25;0;0;3;2;0;0;13.760637136732718;0
23.0;23.5;0;0;1;0;0;1;11.922843667001224;0
19.0;23.75;0;0;0;1;1;2;15.299683426351452;0
15.0;0.0;1;0;7;4;1;2;9.274964622018715;0
24.0;0.25;1;0;0;4;1;2;14.451146415312161;0
28.0;0.5;1;0;6;3;1;1;9.269877202238607;0
27.0;0.75;1;0;4;0;0;3;16.220880035279613;0
46.49133896846939;1.0;1;0;0;3;0;2;11.851875341893257;1
32.0;1.25;1;0;7;0;2;2;7.6885414331086395;0
28.163815547592034;1.5;1;0;2;2;2;0;16.630582359089964;1
15.0;1.75;1;0;5;2;1;1;10.102898519542435;0
19.0;2.0;1;0;1;3;2;0;15.172147416588771;0
24.56911720229736;2.25;1;0;0;0;2;0;22.022467798498933;1
15.0;2.5;1;0;1;4;1;0;8.055219237861404;0
26.0;2.75;1;0;4;4;2;2;16.425710996852665;0
28.0;3.0;1;0;4;2;1;4;13.9680350043454;0
34.0;3.25;1;0;7;3;2;2;15.600372203714079;0
30.0;3.5;1;0;3;1;2;1;9.32238841277951;0
35.0;3.75;1;0;4;4;1;2;16.12877771312678;0
28.0;4.0;1;0;6;4;2;1;16.805356962378365;0
25.0;4.25;1;0;1;0;1;2;14.258281100264373;0
14.0;4.5;1;0;7;0;2;0;6.3702089427413275;0
35.0;4.75;1;0;4;3;0;3;8.081829101395092;0
24.0;5.0;1;0;1;1;0;0;10.774605314838798;0
24.0;5.25;1;0;7;0;0;1;10.563330132456482;0
38.0;5.5;1;0;6;1;2;1;13.135422930296022;0
19.0;5.75;1;0;6;0;2;3;15.623992773053175;0
26.0;6.0;1;0;1;3;2;1;7.986355224524673;0
20.0;6.25;1;0;5;1;0;2;6.008665566618825;0
35.0;6.5;1;0;0;4;1;1;9.102904702130632;0
33.0;6.75;1;0;5;0;2;2;10.304498282830217;0
34.0;7.0;1;0;0;1;1;1;20.06464423549225;0
56.23707836830912;7.25;1;0;1;1;0;4;24.610272909690245;1
39.0;7.5;1;0;1;1;1;2;21.828803865354914;0
44.0;7.75;1;0;5;2;2;2;17.911593928861546;0
29.0;8.0;1;0;6;1;0;2;19.243837258182378;0
34.0;8.25;1;0;5;3;1;0;16.438118035321402;0
47.0;8.5;1;0;4;0;2;2;18.988848916679753;0
38.0;8.75;1;0;7;3;1;0;21.714620574658227;0
40.0;9.0;1;0;4;2;2;1;21.433576348450153;0
24.0;9.25;1;0;2;2;0;0;17.87614143860108;0
38.30792251839559;9.5;1;0;6;2;1;3;19.895657839551383;1
44.0;9.75;1;0;3;2;0;2;21.383584855790243;0
31.207883432127385;10.0;1;0;3;0;1;0;22.998025442930135;1
26.0;10.25;1;0;1;2;1;2;16.75693795145488;0
38.0;10.5;1;0;6;1;2;1;18.357826512635977;0
33.0;10.75;1;0;5;2;0;1;22.213693723107543;0
50.0;11.0;1;0;2;1;0;4;15.85711114053683;0
39.0;11.25;1;0;3;3;1;1;20.86344375417626;0
34.0;11.5;1;0;6;1;1;3;15.206215451475698;0
49.35403843446321;11.75;1;0;1;1;0;1;20.807841881099748;1
28.0;12.0;1;0;3;2;2;1;19.123884709474012;0
29.0;12.25;1;0;4;4;0;4;18.119564588920824;0
31.0;12.5;1;0;4;1;2;1;17.254693214517825;0
42.0;12.75;1;0;3;4;1;0;17.915336913303502;0
36.0;13.0;1;0;4;0;1;3;22.20466140442998;0
26.0;13.25;1;0;7;3;2;2;20.46034364015608;0
27.0;13.5;1;0;5;2;0;2;14.668935021569336;0
37.0;13.75;1;0;5;1;1;3;17.786435569946562;0
61.46154674458894;14.0;1;0;4;3;0;3;23.577265123762135;1
34.0;14.25;1;0;7;3;1;1;19.565326593016813;0
60.517982363680936;14.5;1;0;6;2;0;0;31.89239396210953;1
44.0;14.75;1;0;0;2;0;4;19.554981011168156;0
37.0;15.0;1;0;4;1;1;3;19.185268095643146;0
31.0;15.25;1;0;0;2;0;1;17.89734608494792;0
33.0;15.5;1;0;3;0;0;3;19.739458288970397;0
33.0;15.75;1;0;3;0;0;4;22.92154590697969;0
25.0;16.0;1;0;1;0;0;4;16.714045705397748;0
34.0;16.25;1;0;6;4;0;3;15.213482112626021;0
25.0;16.5;1;0;5;0;2;2;23.730535462998542;0
23.0;16.75;1;0;2;4;0;2;23.29977503157049;0
33.0;17.0;1;0;5;3;2;3;22.757326366412745;0
38.0;17.25;1;0;1;3;0;0;15.226550435386567;0
40.682260021692954;17.5;1;0;5;1;0;0;26.517436550441932;1
30.0;17.75;1;0;5;4;0;2;21.278130623657415;0
39.0;18.0;1;0;7;4;1;1;18.829049550596427;0
26.0;18.25;1;0;3;1;0;2;21.718164129150047;0
46.26515932433134;18.5;1;0;4;2;0;0;19.33760798161617;1
30.0;18.75;1;0;5;1;2;1;23.194848259745747;0
42.0;19.0;1;0;1;1;0;1;24.009075950656225;0
43.0;19.25;1;0;6;2;0;0;18.230226715826497;0
29.0;19.5;1;0;7;0;0;3;19.66291238489957;0
43.0;19.75;1;0;0;3;2;2;21.187767852325273;0
28.0;20.0;1;0;7;3;2;3;7.435097994167274;0
30.0;20.25;1;0;1;4;2;0;8.06046215807356;0
23.0;20.5;1;0;7;4;1;4;9.96847716704516;0
42.49047085492071;20.75;1;0;1;2;0;0;15.926371249466115;1
14.0;21.0;1;0;3;4;1;1;8.023886125984792;0
28.0;21.25;1;0;1;1;2;2;13.381190865692098;0
26.81879669904119;21.5;1;0;4;3;1;1;20.355835806729818;1
37.0;21.75;1;0;7;3;2;2;12.97400323757039;0
19.0;22.0;1;0;4;0;1;3;13.57485364662399;0
33.0;22.25;1;0;7;2;0;3;15.885792963664354;0
35.0;22.5;1;0;1;0;0;2;11.687558037875224;0
34.0;22.75;1;0;4;4;2;0;7.359081330497775;0
34.0;23.0;1;0;0;1;2;0;9.632566781744146;0
25.0;23.25;1;0;7;0;1;2;10.0366124149117;0
18.0;23.5;1;0;6;4;1;0;11.377911162418219;0
20.673123726906038;23.75;1;0;3;3;2;2;15.065975425634205;1
27.667560652565;0.0;2;0;0;1;2;1;13.467633281073923;1
20.0;0.25;2;0;5;2;0;1;15.564262537682854;0
18.0;0.5;2;0;1;2;0;3;14.24246390867649;0
30.0;0.75;2;0;1;0;0;0;17.867278810748285;0
24.0;1.0;2;0;5;3;1;2;10.507969996098904;0
36.0;1.25;2;0;0;3;2;4;10.030663098854472;0
16.0;1.5;2;0;0;1;0;1;15.105623836910407;0
25.0;1.75;2;0;3;3;1;1;8.291715253788354;0
19.0;2.0;2;0;5;2;2;1;13.537365714993555;0
20.0;2.25;2;0;6;1;0;0;11.338455296174605;0
16.0;2.5;2;0;3;1;1;2;7.6764103048742065;0
22.0;2.75;2;0;6;2;2;2;7.79618387087195;0
20.447136237345937;3.0;2;0;2;3;0;2;14.56974304344323;1
22.0;3.25;2;0;1;2;1;2;11.346831111321503;0
18.0;3.5;2;0;0;4;1;0;7.73521564614588;0
20.0;3.75;2;0;2;0;2;4;9.699371667009576;0
28.0;4.0;2;0;1;2;0;1;9.039373299730798;0
15.0;4.25;2;0;7;0;0;3;9.862161782865147;0
19.0;4.5;2;0;2;4;1;1;11.810671514922754;0
45.85479746948563;4.75;2;0;0;4;1;4;14.312160277910076;1
19.0;5.0;2;0;3;4;1;4;11.304732427563444;0
34.0;5.25;2;0;3;2;2;1;13.332559101689252;0
24.0;5.5;2;0;2;1;0;2;12.569008166795783;0
30.0;5.75;2;0;4;2;1;0;10.891840050934228;0
30.0;6.0;2;0;1;1;1;0;11.061323210069585;0
35.0;6.25;2;0;5;1;2;3;12.731260427132773;0
34.0;6.5;2;0;0;4;1;3;8.664735174548403;0
36.0;6.75;2;0;0;4;1;0;14.761255747601677;0
41.0;7.0;2;0;4;1;1;2;14.852307328823505;0
24.0;7.25;2;0;5;2;1;4;22.566769434011185;0
41.0;7.5;2;0;5;3;0;1;21.76200893503524;0
42.0;7.75;2;0;3;2;0;0;21.935008294791256;0
31.0;8.0;2;0;6;4;0;1;22.623808579372596;0
47.0;8.25;2;0;3;4;0;1;20.222924626368417;0
25.0;8.5;2;0;4;3;2;2;13.828155304436368;0
46.0;8.75;2;0;6;0;2;2;18.43537258515564;0
36.0;9.0;2;0;4;4;2;0;19.992203525313748;0
35.0;9.25;2;0;6;4;2;0;20.142861013761152;0
32.0;9.5;2;0;7;0;2;0;18.91783089279827;0
25.0;9.75;2;0;6;0;1;3;22.48499555434276;0
34.0;10.0;2;0;1;4;0;4;20.087078839543842;0
37.0;10.25;2;0;4;4;0;1;15.22701504154892;0
35.0;10.5;2;0;7;2;1;0;20.312507522890506;0
36.0;10.75;2;0;4;4;2;2;16.195884839593294;0
36.0;11.0;2;0;3;3;0;3;21.25378494787742;0
24.0;11.25;2;0;5;0;1;2;20.113315837494767;0
37.0;11.5;2;0;5;2;1;3;17.8480836304814;0
42.0;11.75;2;0;1;1;2;2;22.249503294752017;0
32.54354994619524;12.0;2;0;7;2;0;3;28.096479419385037;1
29.0;12.25;2;0;7;2;2;1;21.180906352879028;0
33.0;12.5;2;0;5;2;0;2;19.18146104501798;0
31.0;12.75;2;0;4;1;2;2;20.24522631619471;0
51.531229349167305;13.0;2;0;4;0;2;4;27.05460443210933;1
41.0;13.25;2;0;6;4;0;3;17.5971246443843;0
43.0;13.5;2;0;0;0;0;1;20.848032343466407;0
30.80364268240196;13.75;2;0;4;1;2;3;28.320667488163444;1
44.0;14.0;2;0;5;3;0;2;20.618898299008407;0
37.0;14.25;2;0;3;3;0;1;23.786845051662024;0
42.0;14.5;2;0;6;2;0;3;19.225726127431606;0
39.0;14.75;2;0;6;2;2;1;19.701818303637836;0
27.0;15.0;2;0;7;4;1;1;20.489828561718692;0
45.0;15.25;2;0;1;3;1;1;16.737416684175482;0
26.0;15.5;2;0;6;4;2;0;22.05594479784721;0
44.0;15.75;2;0;4;2;0;0;20.924794913825615;0
42.0;16.0;2;0;3;1;2;3;20.46398611485035;0
36.0;16.25;2;0;7;4;2;3;14.73466437432418;0
43.0;16.5;2;0;4;0;2;0;14.800897533424735;0
46.0;16.75;2;0;3;0;2;1;18.398070658251243;0
33.0;17.0;2;0;0;1;1;2;21.621864557586193;0
43.0;17.25;2;0;6;1;1;3;21.135243348089137;0
